ID,Year,Host,State,County,Country,Field,Form.ID,Serial_agar_dilution_for_creating_the_model_..N.20.,hyphal_tip..ht.,DNA.Extraction,lat,long,Size.of.field..acres.,Percentage.Affected,History,Plot,Number.of.Years,Fungicide.This.Year,Chemigation,Applied.for.White.Mold,Fungicide_current_season,molecule.s._current_season,company_current_season,Timing,Applications,Rate,Pre.2015.Fungicides,Number.of.Years.1,Fungicide_previous_seasons,molecule.s._previous_seasons,company_previous_seasons,Timing..Soybean,Notes,Apparently.low.sensitiviy,Group_MOA_current_season,Group_MOA_previous_seasons,Fungicide_status,Selection_fungicides,Source
1405,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5763,,,Plot #204 Sample #9 GPS:42.9358 -92.5763 Rep #2 Trt: Endura,204,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,no_selected,Fungicide field trials
1406,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5763,,,Plot #204 Sample #10 GPS:42.9358 -92.5763 Rep #2 Trt: Endura,204,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,no_selected,Fungicide field trials
1407,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9359,-92.5762,,,Plot #207 Sample #1 GPS:42.9359 -92.5762 Rep #2 Non-treated,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1408,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9359,-92.5762,,,Plot #207 Sample #2 GPS:42.9359 -92.5762 Rep #2 Non-treated,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1409,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9359,-92.5762,,,Plot #207 Sample #3 GPS:42.9359 -92.5762 Rep #2 Non-treated,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1410,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9359,-92.5762,,,Plot #207 Sample #4 GPS:42.9359 -92.5762 Rep #2 Non-treated,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1411,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9359,-92.5762,,,Plot #207 Sample #5 GPS:42.9359 -92.5762 Rep #2 Non-treated,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1412,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9359,-92.5762,,,Plot #207 Sample #6 GPS:42.9359 -92.5762 Rep #2 Non-treated,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1413,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9359,-92.5762,,,Plot #207 Sample #7 GPS:42.9359 -92.5762 Rep #2 Non-treated,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1414,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9359,-92.5762,,,Plot #207 Sample #8 GPS:42.9359 -92.5762 Rep #2 Non-treated,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1415,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9359,-92.5762,,,Plot #207 Sample #9 GPS:42.9359 -92.5762 Rep #2 Non-treated,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1416,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9359,-92.5762,,,Plot #207 Sample #10 GPS:42.9359 -92.5762 Rep #2 Non-treated,207,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1417,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #208 Sample #1 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,208,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1418,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #208 Sample #2 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,208,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1419,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #208 Sample #3 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,208,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1420,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #208 Sample #4 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,208,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1421,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #208 Sample #5 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,208,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1422,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #208 Sample #6 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,208,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1423,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #208 Sample #7 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,208,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1424,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #208 Sample #8 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,208,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1425,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #208 Sample #9 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,208,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1426,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #208 Sample #10 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,208,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,selected,Fungicide field trials
1427,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #302 Sample #1 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,302,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,selected,Fungicide field trials
1428,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #302 Sample #2 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,302,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,no_selected,Fungicide field trials
1429,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #302 Sample #3 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,302,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,no_selected,Fungicide field trials
1430,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #302 Sample #4 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,302,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,no_selected,Fungicide field trials
1431,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #302 Sample #5 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,302,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,no_selected,Fungicide field trials
1432,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #302 Sample #6 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,302,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,selected,Fungicide field trials
1433,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #302 Sample #7 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,302,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,no_selected,Fungicide field trials
1434,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #302 Sample #8 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,302,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,selected,Fungicide field trials
1435,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #302 Sample #9 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,302,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,no_selected,Fungicide field trials
1436,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #302 Sample #10 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,302,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,selected,Fungicide field trials
1437,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #303 Sample #1 GPS:42.9357 -92.5764 Rep #3 Non-treated,303,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1438,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #303 Sample #2 GPS:42.9357 -92.5764 Rep #3 Non-treated,303,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1439,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #303 Sample #3 GPS:42.9357 -92.5764 Rep #3 Non-treated,303,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1440,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #303 Sample #4 GPS:42.9357 -92.5764 Rep #3 Non-treated,303,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1441,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #303 Sample #5 GPS:42.9357 -92.5764 Rep #3 Non-treated,303,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1442,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #303 Sample #6 GPS:42.9357 -92.5764 Rep #3 Non-treated,303,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1443,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #303 Sample #7 GPS:42.9357 -92.5764 Rep #3 Non-treated,303,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1444,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #303 Sample #8 GPS:42.9357 -92.5764 Rep #3 Non-treated,303,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1445,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #303 Sample #9 GPS:42.9357 -92.5764 Rep #3 Non-treated,303,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1446,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9357,-92.5764,,,Plot #303 Sample #10 GPS:42.9357 -92.5764 Rep #3 Non-treated,303,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1447,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.936,-92.5766,,,Plot #304 Sample #1 GPS:42.9360 -92.5766 Rep #3 Trt: Topsin,304,,,,,Topsin,thiophanate_methyl,NA,,1,20,,,unknown,unknown,NA,,,,Group_one,unknown,no_tested,no_selected,Fungicide field trials
1448,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5766,,,Plot #304 Sample #1 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,304,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1449,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5766,,,Plot #304 Sample #2 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,304,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,selected,Fungicide field trials
1450,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5766,,,Plot #304 Sample #3 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,304,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1451,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5766,,,Plot #304 Sample #4 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,304,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,selected,Fungicide field trials
1452,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5766,,,Plot #304 Sample #5 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,304,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,selected,Fungicide field trials
1453,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5766,,,Plot #304 Sample #6 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,304,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1454,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5766,,,Plot #304 Sample #7 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,304,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1455,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5766,,,Plot #304 Sample #8 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,304,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1456,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5766,,,Plot #304 Sample #9 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,304,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1457,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5766,,,Plot #304 Sample #10 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,304,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1458,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5769,,,Plot #404 Sample #1 GPS:42.9358 -92.5769 Rep #4 Non-treated,404,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1459,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5769,,,Plot #404 Sample #2 GPS:42.9358 -92.5769 Rep #4 Non-treated,404,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1460,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5769,,,Plot #404 Sample #3 GPS:42.9358 -92.5769 Rep #4 Non-treated,404,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1461,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #405 Sample #1 GPS:42.9878 -92.5577 Rep #4 Non-treated,405,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1462,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #405 Sample #2 GPS:42.9878 -92.5577 Rep #4 Non-treated,405,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1463,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #405 Sample #3 GPS:42.9878 -92.5577 Rep #4 Non-treated,405,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1464,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #405 Sample #4 GPS:42.9878 -92.5577 Rep #4 Non-treated,405,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1465,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #405 Sample #5 GPS:42.9878 -92.5577 Rep #4 Non-treated,405,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1466,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #405 Sample #6 GPS:42.9878 -92.5577 Rep #4 Non-treated,405,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1467,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #405 Sample #7 GPS:42.9878 -92.5577 Rep #4 Non-treated,405,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1468,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #405 Sample #8 GPS:42.9878 -92.5577 Rep #4 Non-treated,405,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1469,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #405 Sample #9 GPS:42.9878 -92.5577 Rep #4 Non-treated,405,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1470,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9878,-92.5577,,,Plot #405 Sample #10 GPS:42.9878 -92.5577 Rep #4 Non-treated,405,,,,,control,control,NA,,0,0,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Fungicide field trials
1471,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5769,,,Plot #408 Sample #1 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,408,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,no_selected,Fungicide field trials
1472,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5769,,,Plot #408 Sample #2 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,408,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,no_selected,Fungicide field trials
1473,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5769,,,Plot #408 Sample #3 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,408,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,no_selected,Fungicide field trials
1474,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5769,,,Plot #408 Sample #4 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,408,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,no_selected,Fungicide field trials
1475,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5769,,,Plot #408 Sample #5 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,408,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,no_selected,Fungicide field trials
1476,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5769,,,Plot #408 Sample #6 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,408,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,selected,Fungicide field trials
1477,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5769,,,Plot #408 Sample #7 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,408,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,no_selected,Fungicide field trials
1478,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5769,,,Plot #408 Sample #8 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,408,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,no_selected,Fungicide field trials
1479,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5769,,,Plot #408 Sample #9 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,408,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,no_selected,Fungicide field trials
1480,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5769,,,Plot #408 Sample #10 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,408,,,,,Endura,boscalid,NA,,1,8,,,unknown,unknown,NA,,,,Group_7,unknown,no_tested,no_selected,Fungicide field trials
1481,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5768,,,Plot #411 Sample #1 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,411,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,selected,Fungicide field trials
1482,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5768,,,Plot #411 Sample #2 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,411,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1483,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5768,,,Plot #411 Sample #3 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,411,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1484,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5768,,,Plot #411 Sample #4 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,411,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1485,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5768,,,Plot #411 Sample #5 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,411,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1486,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5768,,,Plot #411 Sample #6 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,411,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1487,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5768,,,Plot #411 Sample #7 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,411,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,selected,Fungicide field trials
1488,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5768,,,Plot #411 Sample #8 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,411,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1489,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5768,,,Plot #411 Sample #9 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,411,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1490,2017,soybeans,IA,Nashua,USA,na,,No,,No DNA extraction,42.9358,-92.5768,,,Plot #411 Sample #10 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,411,,,,,Aproach,picoxystrobin,NA,,2,12,,,unknown,unknown,NA,,,,Group_11,unknown,no_tested,no_selected,Fungicide field trials
1491,2017,soybeans,WI,Sauk City,USA,sa,,No,,No DNA extraction,43.222372,-89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #1",,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
1492,2017,soybeans,WI,Sauk City,USA,sa,,No,,No DNA extraction,43.222372,-89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #2",,,,,,unknown,unknown,NA,,NA,NA,,,unknown,unknown,NA,,,,unknown,unknown,no_tested,no_selected,Farmer fields
