"","ID","Origin","State","Funcide","Host","Year","N_iso_perfield","bos","pico","tetra","TM"
"719",886,"FF","CO",NA,"drybeans",2010,7,NA,NA,NA,NA
"720",887,"FF","CO",NA,"drybeans",2010,7,NA,NA,NA,NA
"721",888,"FF","ND",NA,"drybeans",2010,9,NA,NA,NA,NA
"722",889,"FF","ND",NA,"drybeans",2010,9,NA,NA,NA,NA
"723",890,"FF","ND",NA,"drybeans",2010,9,NA,NA,NA,NA
"724",891,"FF","ND",NA,"drybeans",2010,9,1,0,1,0
"725",892,"FF","ND",NA,"drybeans",2010,9,0,0,1,1
"726",893,"FF","ND",NA,"drybeans",2010,4,NA,NA,NA,NA
"727",894,"FF","ND",NA,"drybeans",2010,7,NA,NA,NA,NA
"728",895,"FF","ND",NA,"drybeans",2010,7,NA,NA,NA,NA
"729",896,"FF","ND",NA,"drybeans",2010,7,1,0,1,0
"730",897,"FF","ND",NA,"drybeans",2010,7,0,0,0,0
"731",898,"FF","ND",NA,"drybeans",2010,4,0,0,0,0
"732",899,"FF","ND",NA,"drybeans",2010,4,NA,NA,NA,NA
"733",900,"FF","ND",NA,"drybeans",2010,4,NA,NA,NA,NA
"734",901,"FF","ND",NA,"drybeans",2010,4,0,0,1,0
"735",902,"FF","ND",NA,"drybeans",2010,7,0,0,0,0
"736",903,"FF","ND",NA,"drybeans",2010,7,NA,NA,NA,NA
"737",904,"FF","ND",NA,"drybeans",2010,7,NA,NA,NA,NA
"738",905,"FF","ND",NA,"drybeans",2010,9,1,0,0,1
"739",906,"FF","ND",NA,"drybeans",2010,9,0,0,0,0
"740",907,"FF","ND",NA,"drybeans",2010,9,NA,NA,NA,NA
"741",908,"FF","ND",NA,"drybeans",2010,4,1,0,0,0
"742",909,"FF","ND",NA,"drybeans",2010,4,1,0,1,1
"743",910,"FF","ND",NA,"drybeans",2010,4,NA,NA,NA,NA
"744",911,"FF","ND",NA,"drybeans",2010,9,0,1,1,1
"745",912,"FF","ND",NA,"drybeans",2010,2,0,0,0,1
"746",913,"FF","ND",NA,"drybeans",2010,2,NA,NA,NA,NA
"747",914,"FF","ND",NA,"drybeans",2010,1,0,0,0,1
"748",921,"FF","Kigali",NA,"drybeans",2011,NA,NA,NA,NA,NA
"749",922,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"750",923,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"751",924,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"752",925,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"753",926,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"754",927,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"755",928,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"756",929,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"757",930,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"758",931,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"759",932,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"760",933,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"761",934,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"762",935,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"763",936,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"764",937,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"765",938,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"766",939,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"767",940,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"768",941,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"769",942,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"770",943,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"771",944,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"772",945,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"773",946,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"774",947,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"775",948,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"776",949,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"777",950,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"778",951,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"779",952,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"780",953,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"781",954,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"782",955,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"783",956,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"784",957,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"785",958,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"786",959,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"787",960,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"788",961,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"789",962,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"790",963,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"791",964,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"792",965,"FF","birdseed",NA,"sunflower",2012,NA,NA,NA,NA,NA
"793",966,"FF","Kessenich ",NA,"drybeans",2011,NA,NA,NA,NA,NA
"794",967,"FF","Elen",NA,"drybeans",2007,NA,NA,NA,NA,NA
"795",968,"FF","Moshi",NA,"drybeans",2008,NA,NA,NA,NA,NA
"796",969,"FF","Peronne",NA,"drybeans",2011,NA,NA,NA,NA,NA
"797",970,"FF","Loudéac",NA,"drybeans",2011,NA,NA,NA,NA,NA
"798",971,"FF","Bordeaux-Hourtin",NA,"drybeans",2011,NA,NA,NA,NA,NA
"799",972,"FF","",NA,"soybeans",2012,NA,NA,NA,NA,NA
"800",973,"FF","BA",NA,"soybeans",2012,NA,NA,NA,NA,NA
"801",973,"FFT","BA",NA,"soybeans",2012,NA,NA,NA,NA,NA
"802",974,"FF","RS",NA,"soybeans",2012,NA,NA,NA,NA,NA
"803",974,"FFT","RS",NA,"soybeans",2012,NA,NA,NA,NA,NA
"804",975,"FF","RS",NA,"soybeans",2012,NA,NA,NA,NA,NA
"805",975,"FFT","RS",NA,"soybeans",2012,NA,NA,NA,NA,NA
"806",976,"FF","RS",NA,"soybeans",2012,NA,NA,NA,NA,NA
"807",976,"FFT","RS",NA,"soybeans",2012,NA,NA,NA,NA,NA
"808",977,"FF","MS",NA,"soybeans",2012,NA,NA,NA,NA,NA
"809",977,"FFT","MS",NA,"soybeans",2012,NA,NA,NA,NA,NA
"810",978,"FF","GO",NA,"soybeans",2012,NA,NA,NA,NA,NA
"811",978,"FFT","GO",NA,"soybeans",2012,NA,NA,NA,NA,NA
"812",979,"FF","RS",NA,"soybeans",2012,NA,NA,NA,NA,NA
"813",979,"FFT","RS",NA,"soybeans",2012,NA,NA,NA,NA,NA
"814",980,"FF","NE",NA,"drybeans",2012,NA,NA,NA,NA,NA
"815",981,"FF","NE",NA,"drybeans",2013,NA,NA,NA,NA,NA
"816",982,"FF","NE",NA,"soybeans",2013,NA,NA,NA,NA,NA
"817",983,"FF","MI",NA,"",2013,NA,NA,NA,NA,NA
"818",984,"FF","MI",NA,"",2013,NA,NA,NA,NA,NA
"819",985,"FF","WI",NA,"drybeans",2012,NA,NA,NA,NA,NA
"820",986,"FF","WI",NA,"drybeans",2012,NA,NA,NA,NA,NA
"821",987,"FF","WI",NA,"drybeans",2012,NA,NA,NA,NA,NA
"822",988,"FF","CO",NA,"drybeans",2014,NA,NA,NA,NA,NA
"823",989,"FF","CO",NA,"drybeans",2014,NA,NA,NA,NA,NA
"824",990,"FF","CO",NA,"drybeans",2014,NA,NA,NA,NA,NA
"825",991,"FF","CO",NA,"drybeans",2014,NA,NA,NA,NA,NA
"826",992,"FF","CO",NA,"drybeans",2014,NA,NA,NA,NA,NA
"827",993,"FF","CO",NA,"drybeans",2014,NA,NA,NA,NA,NA
"828",994,"FF","NE",NA,"drybeans",2014,NA,NA,NA,NA,NA
"829",995,"FF","NE",NA,"drybeans",2014,NA,NA,NA,NA,NA
"830",996,"FF","NE",NA,"drybeans",2014,NA,NA,NA,NA,NA
"831",997,"FF","MO",NA,"drybeans",2014,NA,NA,NA,NA,NA
"832",998,"FF","MI",NA,"drybeans",2014,NA,NA,NA,NA,NA
"833",999,"FF","MI",NA,"drybeans",2014,NA,NA,NA,NA,NA
"834",1000,"FF","MI",NA,"drybeans",2014,NA,NA,NA,NA,NA
"835",1001,"FF","MI",NA,"drybeans",2014,NA,NA,NA,NA,NA
"836",1002,"FF","MI",NA,"drybeans",2014,NA,NA,NA,NA,NA
"837",1003,"FF","MI",NA,"drybeans",2014,NA,NA,NA,NA,NA
"838",1004,"FF","MI",NA,"drybeans",2014,NA,NA,NA,NA,NA
"839",1005,"FF","MI",NA,"drybeans",2014,NA,NA,NA,NA,NA
"840",1006,"FF","MI",NA,"drybeans",2014,NA,NA,NA,NA,NA
"841",1007,"FF","MI",NA,"drybeans",2014,NA,NA,NA,NA,NA
"842",1008,"FF","MI",NA,"drybeans",2014,NA,NA,NA,NA,NA
"843",1009,"FF","MI",NA,"drybeans",2014,NA,NA,NA,NA,NA
"844",1010,"FF","PR",NA,"soybeans",2014,NA,NA,NA,NA,NA
"845",1011,"FF","PR",NA,"soybeans",2014,NA,NA,NA,NA,NA
"846",1012,"FF","PR",NA,"soybeans",2014,NA,NA,NA,NA,NA
"847",1013,"FF","PR",NA,"soybeans",2014,NA,NA,NA,NA,NA
"848",1014,"FF","PR",NA,"soybeans",2014,NA,NA,NA,NA,NA
"849",1015,"FF","GO",NA,"soybeans",2012,NA,NA,NA,NA,NA
"850",1016,"FF","PR",NA,"soybeans",2012,NA,NA,NA,NA,NA
"851",1017,"FF","GO",NA,"soybeans",2012,NA,NA,NA,NA,NA
"852",1018,"FF","PR",NA,"soybeans",2012,NA,NA,NA,NA,NA
"853",1019,"FF","BA",NA,"soybeans",2012,NA,NA,NA,NA,NA
"854",1020,"FF","PR",NA,"soybeans",2012,NA,NA,NA,NA,NA
"855",1021,"FF","RS",NA,"soybeans",2012,NA,NA,NA,NA,NA
"856",1022,"FF","BA",NA,"soybeans",2012,NA,NA,NA,NA,NA
"857",1023,"FF","MT",NA,"peas",2012,NA,NA,NA,NA,NA
"858",1024,"FF","MT",NA,"lens",2016,NA,NA,NA,NA,NA
"859",1025,"FFT","IA","prothioconazole + trifloxystrobin","soybeans",2016,11,1,0,0,1
"860",1026,"FFT","IA","fluxapyroxad + pyraclostrobin","soybeans",2016,11,0,0,0,1
"861",1027,"FFT","IA","flutriafol","soybeans",2016,11,1,0,0,1
"862",1028,"FFT","IA","fluxapyroxad + pyraclostrobin","soybeans",2016,11,NA,NA,NA,NA
"863",1029,"FFT","IA","pyraclostrobin","soybeans",2016,11,1,0,0,1
"864",1030,"FFT","IA","azoxystrobin + difenoconazole","soybeans",2016,11,NA,NA,NA,NA
"865",1031,"FFT","IA","pyraclostrobin","soybeans",2016,11,NA,NA,NA,NA
"866",1032,"FFT","IA","fluxapyroxad + pyraclostrobin","soybeans",2016,11,0,0,0,1
"867",1033,"FFT","IA","pyraclostrobin","soybeans",2016,11,1,0,0,1
"868",1034,"FFT","IA","flutriafol","soybeans",2016,11,NA,NA,NA,NA
"869",1035,"FFT","IA","flutriafol","soybeans",2016,11,NA,NA,NA,NA
"870",1036,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"871",1037,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"872",1038,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"873",1039,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"874",1040,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"875",1041,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"876",1042,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"877",1043,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"878",1044,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"879",1045,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"880",1046,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"881",1047,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"882",1048,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"883",1049,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"884",1050,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"885",1051,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"886",1052,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"887",1053,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"888",1054,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"889",1055,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"890",1056,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"891",1057,"FFT","IA",NA,"soybeans",2016,22,NA,NA,NA,NA
"892",1058,"FFT","MI","thiophanate_methyl","soybeans",2016,162,0,1,0,0
"893",1059,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"894",1060,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"895",1061,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"896",1062,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"897",1063,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"898",1064,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"899",1065,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"900",1066,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"901",1067,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"902",1068,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"903",1069,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"904",1070,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"905",1071,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"906",1072,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"907",1073,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"908",1074,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"909",1075,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"910",1076,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"911",1077,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"912",1078,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"913",1079,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"914",1080,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"915",1081,"FFT","MI","boscalid","soybeans",2016,162,0,0,0,0
"916",1082,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"917",1083,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"918",1084,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"919",1085,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"920",1086,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"921",1087,"FFT","MI","boscalid","soybeans",2016,162,0,1,0,0
"922",1088,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"923",1089,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"924",1090,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"925",1091,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"926",1092,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"927",1093,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"928",1094,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"929",1095,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"930",1096,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"931",1097,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"932",1098,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"933",1099,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"934",1100,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"935",1101,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"936",1102,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"937",1103,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"938",1104,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"939",1105,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"940",1106,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"941",1107,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"942",1108,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"943",1109,"FFT","MI","boscalid","soybeans",2016,162,0,1,1,0
"944",1110,"FFT","MI","boscalid","soybeans",2016,162,NA,NA,NA,NA
"945",1111,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"946",1112,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"947",1113,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"948",1114,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"949",1115,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"950",1116,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"951",1117,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"952",1118,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"953",1119,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"954",1120,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"955",1121,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"956",1122,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"957",1123,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"958",1124,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"959",1125,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"960",1126,"FFT","MI","thiophanate_methyl","soybeans",2016,162,NA,NA,NA,NA
"961",1127,"FFT","MI","thiophanate_methyl","soybeans",2016,162,0,0,0,0
"962",1128,"FFT","MI","thiophanate_methyl","soybeans",2016,162,0,0,1,0
"963",1129,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"964",1130,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"965",1131,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"966",1132,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"967",1133,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"968",1134,"FFT","MI","picoxystrobin","soybeans",2016,162,0,0,0,0
"969",1135,"FFT","MI","picoxystrobin","soybeans",2016,162,0,0,1,1
"970",1136,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"971",1137,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"972",1138,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"973",1139,"FFT","MI","picoxystrobin","soybeans",2016,162,0,0,0,0
"974",1140,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"975",1141,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"976",1142,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"977",1143,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"978",1144,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"979",1145,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"980",1146,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"981",1147,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"982",1148,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"983",1149,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"984",1150,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"985",1151,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"986",1152,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"987",1153,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"988",1154,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"989",1155,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"990",1156,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"991",1157,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"992",1158,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"993",1159,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"994",1160,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"995",1161,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"996",1162,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"997",1163,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"998",1164,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"999",1165,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"1000",1166,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"1001",1167,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"1002",1168,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"1003",1169,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"1004",1170,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"1005",1171,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"1006",1172,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"1007",1173,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"1008",1174,"FFT","MI","picoxystrobin","soybeans",2016,162,NA,NA,NA,NA
"1009",1175,"FFT","MI","control","soybeans",2016,162,0,0,0,0
"1010",1176,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1011",1177,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1012",1178,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1013",1179,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1014",1180,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1015",1181,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1016",1182,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1017",1183,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1018",1184,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1019",1185,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1020",1186,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1021",1187,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1022",1188,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1023",1189,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1024",1190,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1025",1191,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1026",1192,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1027",1193,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1028",1194,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1029",1195,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1030",1196,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1031",1197,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1032",1198,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1033",1199,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1034",1200,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1035",1201,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1036",1202,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1037",1203,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1038",1204,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1039",1205,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1040",1206,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1041",1207,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1042",1208,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1043",1209,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1044",1210,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1045",1211,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1046",1212,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1047",1213,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1048",1214,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1049",1215,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1050",1216,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1051",1217,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1052",1218,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1053",1219,"FFT","MI","control","soybeans",2016,162,NA,NA,NA,NA
"1054",1255,"FF","NE",NA,"soybeans",2017,30,NA,NA,NA,NA
"1055",1256,"FF","NE",NA,"soybeans",2017,30,NA,NA,NA,NA
"1056",1257,"FF","NE",NA,"soybeans",2017,30,NA,NA,NA,NA
"1057",1258,"FF","NE",NA,"soybeans",2017,30,NA,NA,NA,NA
"1058",1259,"FF","NE",NA,"soybeans",2017,30,NA,NA,NA,NA
