"","ID","Year","Host","State","County","Country","Field","Form.ID","Serial_agar_dilution_for_creating_the_model_..N.20.","Origin","hyphal_tip..ht.","DNA.Extraction","lat","long","Size.of.field..acres.","Percentage.Affected","History","Plot","Number.of.Years","Fungicide.This.Year","Chemigation","Applied.for.White.Mold","Fungicide_current_season","molecule.s._current_season","company_current_season","Timing","Applications","Rate","Pre.2015.Fungicides","Number.of.Years.1","Fungicide_previous_seasons","molecule.s._previous_seasons","company_previous_seasons","Timing..Soybean","Notes","Apparently.low.sensitiviy","Group_MOA_current_season","Group_MOA_previous_seasons","Field_Names"
"1245",1439,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9357,-92.5764,NA,NA,"Plot #303 Sample #3 GPS:42.9357 -92.5764 Rep #3 Non-treated","303",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1246",1440,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9357,-92.5764,NA,NA,"Plot #303 Sample #4 GPS:42.9357 -92.5764 Rep #3 Non-treated","303",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1247",1441,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9357,-92.5764,NA,NA,"Plot #303 Sample #5 GPS:42.9357 -92.5764 Rep #3 Non-treated","303",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1248",1442,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9357,-92.5764,NA,NA,"Plot #303 Sample #6 GPS:42.9357 -92.5764 Rep #3 Non-treated","303",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1249",1443,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9357,-92.5764,NA,NA,"Plot #303 Sample #7 GPS:42.9357 -92.5764 Rep #3 Non-treated","303",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1250",1444,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9357,-92.5764,NA,NA,"Plot #303 Sample #8 GPS:42.9357 -92.5764 Rep #3 Non-treated","303",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1251",1445,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9357,-92.5764,NA,NA,"Plot #303 Sample #9 GPS:42.9357 -92.5764 Rep #3 Non-treated","303",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1252",1446,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9357,-92.5764,NA,NA,"Plot #303 Sample #10 GPS:42.9357 -92.5764 Rep #3 Non-treated","303",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1253",1447,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.936,-92.5766,NA,NA,"Plot #304 Sample #1 GPS:42.9360 -92.5766 Rep #3 Trt: Topsin","304",NA,NA,NA,NA,"Topsin","thiophanate_methyl",NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,"Group_one","unknown","2017_na"
"1254",1448,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5766,NA,NA,"Plot #304 Sample #1 GPS:42.9358 -92.5766 Rep #3 Trt: Approach","304",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1255",1449,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5766,NA,NA,"Plot #304 Sample #2 GPS:42.9358 -92.5766 Rep #3 Trt: Approach","304",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1256",1450,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5766,NA,NA,"Plot #304 Sample #3 GPS:42.9358 -92.5766 Rep #3 Trt: Approach","304",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1257",1451,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5766,NA,NA,"Plot #304 Sample #4 GPS:42.9358 -92.5766 Rep #3 Trt: Approach","304",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1258",1452,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5766,NA,NA,"Plot #304 Sample #5 GPS:42.9358 -92.5766 Rep #3 Trt: Approach","304",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1259",1453,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5766,NA,NA,"Plot #304 Sample #6 GPS:42.9358 -92.5766 Rep #3 Trt: Approach","304",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1260",1454,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5766,NA,NA,"Plot #304 Sample #7 GPS:42.9358 -92.5766 Rep #3 Trt: Approach","304",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1261",1455,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5766,NA,NA,"Plot #304 Sample #8 GPS:42.9358 -92.5766 Rep #3 Trt: Approach","304",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1262",1456,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5766,NA,NA,"Plot #304 Sample #9 GPS:42.9358 -92.5766 Rep #3 Trt: Approach","304",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1263",1457,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5766,NA,NA,"Plot #304 Sample #10 GPS:42.9358 -92.5766 Rep #3 Trt: Approach","304",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1264",1458,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5769,NA,NA,"Plot #404 Sample #1 GPS:42.9358 -92.5769 Rep #4 Non-treated","404",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1265",1459,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5769,NA,NA,"Plot #404 Sample #2 GPS:42.9358 -92.5769 Rep #4 Non-treated","404",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1266",1460,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5769,NA,NA,"Plot #404 Sample #3 GPS:42.9358 -92.5769 Rep #4 Non-treated","404",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1267",1461,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9878,-92.5577,NA,NA,"Plot #405 Sample #1 GPS:42.9878 -92.5577 Rep #4 Non-treated","405",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1268",1462,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9878,-92.5577,NA,NA,"Plot #405 Sample #2 GPS:42.9878 -92.5577 Rep #4 Non-treated","405",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1269",1463,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9878,-92.5577,NA,NA,"Plot #405 Sample #3 GPS:42.9878 -92.5577 Rep #4 Non-treated","405",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1270",1464,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9878,-92.5577,NA,NA,"Plot #405 Sample #4 GPS:42.9878 -92.5577 Rep #4 Non-treated","405",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1271",1465,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9878,-92.5577,NA,NA,"Plot #405 Sample #5 GPS:42.9878 -92.5577 Rep #4 Non-treated","405",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1272",1466,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9878,-92.5577,NA,NA,"Plot #405 Sample #6 GPS:42.9878 -92.5577 Rep #4 Non-treated","405",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1273",1467,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9878,-92.5577,NA,NA,"Plot #405 Sample #7 GPS:42.9878 -92.5577 Rep #4 Non-treated","405",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1274",1468,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9878,-92.5577,NA,NA,"Plot #405 Sample #8 GPS:42.9878 -92.5577 Rep #4 Non-treated","405",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1275",1469,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9878,-92.5577,NA,NA,"Plot #405 Sample #9 GPS:42.9878 -92.5577 Rep #4 Non-treated","405",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1276",1470,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9878,-92.5577,NA,NA,"Plot #405 Sample #10 GPS:42.9878 -92.5577 Rep #4 Non-treated","405",NA,NA,NA,NA,"control","control",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_na"
"1277",1471,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5769,NA,NA,"Plot #408 Sample #1 GPS:42.9358 -92.5769 Rep #4 Trt: Endura","408",NA,NA,NA,NA,"Endura","boscalid",NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,"Group_7","unknown","2017_na"
"1278",1472,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5769,NA,NA,"Plot #408 Sample #2 GPS:42.9358 -92.5769 Rep #4 Trt: Endura","408",NA,NA,NA,NA,"Endura","boscalid",NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,"Group_7","unknown","2017_na"
"1279",1473,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5769,NA,NA,"Plot #408 Sample #3 GPS:42.9358 -92.5769 Rep #4 Trt: Endura","408",NA,NA,NA,NA,"Endura","boscalid",NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,"Group_7","unknown","2017_na"
"1280",1474,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5769,NA,NA,"Plot #408 Sample #4 GPS:42.9358 -92.5769 Rep #4 Trt: Endura","408",NA,NA,NA,NA,"Endura","boscalid",NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,"Group_7","unknown","2017_na"
"1281",1475,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5769,NA,NA,"Plot #408 Sample #5 GPS:42.9358 -92.5769 Rep #4 Trt: Endura","408",NA,NA,NA,NA,"Endura","boscalid",NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,"Group_7","unknown","2017_na"
"1282",1476,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5769,NA,NA,"Plot #408 Sample #6 GPS:42.9358 -92.5769 Rep #4 Trt: Endura","408",NA,NA,NA,NA,"Endura","boscalid",NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,"Group_7","unknown","2017_na"
"1283",1477,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5769,NA,NA,"Plot #408 Sample #7 GPS:42.9358 -92.5769 Rep #4 Trt: Endura","408",NA,NA,NA,NA,"Endura","boscalid",NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,"Group_7","unknown","2017_na"
"1284",1478,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5769,NA,NA,"Plot #408 Sample #8 GPS:42.9358 -92.5769 Rep #4 Trt: Endura","408",NA,NA,NA,NA,"Endura","boscalid",NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,"Group_7","unknown","2017_na"
"1285",1479,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5769,NA,NA,"Plot #408 Sample #9 GPS:42.9358 -92.5769 Rep #4 Trt: Endura","408",NA,NA,NA,NA,"Endura","boscalid",NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,"Group_7","unknown","2017_na"
"1286",1480,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5769,NA,NA,"Plot #408 Sample #10 GPS:42.9358 -92.5769 Rep #4 Trt: Endura","408",NA,NA,NA,NA,"Endura","boscalid",NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,"Group_7","unknown","2017_na"
"1287",1481,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5768,NA,NA,"Plot #411 Sample #1 GPS:42.9358 -92.5768 Rep #4 Trt: Approach","411",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1288",1482,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5768,NA,NA,"Plot #411 Sample #2 GPS:42.9358 -92.5768 Rep #4 Trt: Approach","411",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1289",1483,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5768,NA,NA,"Plot #411 Sample #3 GPS:42.9358 -92.5768 Rep #4 Trt: Approach","411",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1290",1484,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5768,NA,NA,"Plot #411 Sample #4 GPS:42.9358 -92.5768 Rep #4 Trt: Approach","411",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1291",1485,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5768,NA,NA,"Plot #411 Sample #5 GPS:42.9358 -92.5768 Rep #4 Trt: Approach","411",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1292",1486,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5768,NA,NA,"Plot #411 Sample #6 GPS:42.9358 -92.5768 Rep #4 Trt: Approach","411",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1293",1487,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5768,NA,NA,"Plot #411 Sample #7 GPS:42.9358 -92.5768 Rep #4 Trt: Approach","411",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1294",1488,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5768,NA,NA,"Plot #411 Sample #8 GPS:42.9358 -92.5768 Rep #4 Trt: Approach","411",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1295",1489,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5768,NA,NA,"Plot #411 Sample #9 GPS:42.9358 -92.5768 Rep #4 Trt: Approach","411",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1296",1490,2017,"soybeans","IA","Nashua","USA","na",NA,"No","trial",NA,NA,42.9358,-92.5768,NA,NA,"Plot #411 Sample #10 GPS:42.9358 -92.5768 Rep #4 Trt: Approach","411",NA,NA,NA,NA,"Aproach","picoxystrobin",NA,NA,2,12,NA,NA,NA,NA,NA,NA,NA,NA,"Group_11","unknown","2017_na"
"1297",1491,2017,"soybeans","WI","Sauk City","USA","sa",NA,"No","Survey",NA,NA,43.222372,-89.638891,NA,NA,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_sa"
"1298",1492,2017,"soybeans","WI","Sauk City","USA","sa",NA,"No","Survey",NA,NA,43.222372,-89.638891,NA,NA,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_sa"
"1299",1493,2017,"soybeans","WI","Sauk City","USA","sa",NA,"No","Survey",NA,NA,43.222372,-89.638891,NA,NA,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_sa"
"1300",1494,2017,"soybeans","WI","Sauk City","USA","sa",NA,"No","Survey",NA,NA,43.222372,-89.638891,NA,NA,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_sa"
"1301",1495,2017,"soybeans","WI","Sauk City","USA","sa",NA,"No","Survey",NA,NA,43.222372,-89.638891,NA,NA,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_sa"
"1302",1496,2017,"soybeans","WI","Sauk City","USA","sa",NA,"No","Survey",NA,NA,43.222372,-89.638891,NA,NA,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_sa"
"1303",1497,2017,"soybeans","WI","Sauk City","USA","sa",NA,"No","Survey",NA,NA,43.222372,-89.638891,NA,NA,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_sa"
"1304",1498,2017,"soybeans","WI","Sauk City","USA","sa",NA,"No","Survey",NA,NA,43.222372,-89.638891,NA,NA,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_sa"
"1305",1499,2017,"soybeans","WI","Sauk City","USA","sa",NA,"No","Survey",NA,NA,43.222372,-89.638891,NA,NA,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_sa"
"1306",1500,2017,"soybeans","WI","Sauk City","USA","sa",NA,"No","Survey",NA,NA,43.222372,-89.638891,NA,NA,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","unknown","2017_sa"
"1307",1501,2017,"soybeans","WI","Hancock","USA","han",NA,"No","trial",NA,NA,44.113197,-89.545851,NA,NA,"Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #1","104",NA,NA,NA,NA,"Topsin","thiophanate_methyl",NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,"Group_one","unknown","2017_han"
"1308",1502,2017,"soybeans","WI","Hancock","USA","han",NA,"No","trial",NA,NA,44.113197,-89.545851,NA,NA,"Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #2","104",NA,NA,NA,NA,"Topsin","thiophanate_methyl",NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,"Group_one","unknown","2017_han"
"1309",1503,2017,"soybeans","WI","Hancock","USA","han",NA,"No","trial",NA,NA,44.113197,-89.545851,NA,NA,"Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #3","104",NA,NA,NA,NA,"Topsin","thiophanate_methyl",NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,"Group_one","unknown","2017_han"
"1310",1504,2017,"soybeans","WI","Hancock","USA","han",NA,"No","trial",NA,NA,44.113197,-89.545851,NA,NA,"Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #4","104",NA,NA,NA,NA,"Topsin","thiophanate_methyl",NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,"Group_one","unknown","2017_han"
"1311",1505,2017,"soybeans","WI","Hancock","USA","han",NA,"No","trial",NA,NA,44.113197,-89.545851,NA,NA,"Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #5","104",NA,NA,NA,NA,"Topsin","thiophanate_methyl",NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,"Group_one","unknown","2017_han"
"1312",1506,2017,"soybeans","WI","Hancock","USA","han",NA,"No","trial",NA,NA,44.113197,-89.545851,NA,NA,"Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #6","104",NA,NA,NA,NA,"Topsin","thiophanate_methyl",NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,"Group_one","unknown","2017_han"
"1313",1507,2017,"soybeans","WI","Hancock","USA","han",NA,"No","trial",NA,NA,44.113197,-89.545851,NA,NA,"Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #7","104",NA,NA,NA,NA,"Topsin","thiophanate_methyl",NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,"Group_one","unknown","2017_han"
"1314",1508,2017,"soybeans","WI","Hancock","USA","han",NA,"No","trial",NA,NA,44.113197,-89.545851,NA,NA,"Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #8","104",NA,NA,NA,NA,"Topsin","thiophanate_methyl",NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,"Group_one","unknown","2017_han"
"1315",1509,2017,"soybeans","WI","Hancock","USA","han",NA,"No","trial",NA,NA,44.113197,-89.545851,NA,NA,"Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #9","104",NA,NA,NA,NA,"Topsin","thiophanate_methyl",NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,"Group_one","unknown","2017_han"
"1316",1510,2017,"soybeans","WI","Hancock","USA","han",NA,"No","trial",NA,NA,44.113197,-89.545851,NA,NA,"Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #10","104",NA,NA,NA,NA,"Topsin","thiophanate_methyl",NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,"Group_one","unknown","2017_han"
"1317",1511,2017,"soybeans","WI","Hancock","USA","han",NA,"No","trial",NA,NA,44.113197,-89.545851,NA,NA,"Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #1","201",NA,NA,NA,NA,"Topsin","thiophanate_methyl",NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,"Group_one","unknown","2017_han"
"1318",1512,2017,"soybeans","WI","Hancock","USA","han",NA,"No","trial",NA,NA,44.113197,-89.545851,NA,NA,"Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #2","201",NA,NA,NA,NA,"Topsin","thiophanate_methyl",NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,"Group_one","unknown","2017_han"
"1319",1513,2017,"soybeans","WI","Hancock","USA","han",NA,"No","trial",NA,NA,44.113197,-89.545851,NA,NA,"Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #3","201",NA,NA,NA,NA,"Topsin","thiophanate_methyl",NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,"Group_one","unknown","2017_han"
"1320",1514,2017,"soybeans","WI","Hancock","USA","han",NA,"No","trial",NA,NA,44.113197,-89.545851,NA,NA,"Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #4","201",NA,NA,NA,NA,"Topsin","thiophanate_methyl",NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,"Group_one","unknown","2017_han"
"1321",1515,2017,"soybeans","WI","Hancock","USA","han",NA,"No","trial",NA,NA,44.113197,-89.545851,NA,NA,"Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #5","201",NA,NA,NA,NA,"Topsin","thiophanate_methyl",NA,NA,1,20,NA,NA,NA,NA,NA,NA,NA,NA,"Group_one","unknown","2017_han"
