Collection_ID,Year,Host,State,County,Country,Field,Form ID,Serial_agar_dilution_for_creating_the_model_ (N=20),Origin,hyphal_tip (ht),DNA Extraction,lat,long,Size of field (acres),Percentage Affected ,History,Number of Years,Fungicide This Year,Chemigation,Applied for White Mold,Fungicide_current_season,molecule(s)_current_season,company_current_season,Timing,Applications,Rate,Pre-2015 Fungicides,Number of Years,Fungicide_previous_seasons,molecule(s)_previous_seasons,company_previous_seasons,Timing: Soybean,Notes,Apparently low sensitiviy
1407,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9359,92.5762,,,Plot #207 Sample #1 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1408,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9359,92.5762,,,Plot #207 Sample #2 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1409,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9359,92.5762,,,Plot #207 Sample #3 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1410,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9359,92.5762,,,Plot #207 Sample #4 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1411,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9359,92.5762,,,Plot #207 Sample #5 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1412,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9359,92.5762,,,Plot #207 Sample #6 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1413,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9359,92.5762,,,Plot #207 Sample #7 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1414,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9359,92.5762,,,Plot #207 Sample #8 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1415,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9359,92.5762,,,Plot #207 Sample #9 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1416,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9359,92.5762,,,Plot #207 Sample #10 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1417,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #208 Sample #1 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1418,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #208 Sample #2 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1419,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #208 Sample #3 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1420,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #208 Sample #4 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1421,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #208 Sample #5 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1422,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #208 Sample #6 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1423,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #208 Sample #7 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1424,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #208 Sample #8 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1425,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #208 Sample #9 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1426,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #208 Sample #10 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1427,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #302 Sample #1 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1428,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #302 Sample #2 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1429,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #302 Sample #3 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1430,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #302 Sample #4 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1431,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #302 Sample #5 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1432,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #302 Sample #6 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1433,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #302 Sample #7 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1434,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #302 Sample #8 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1435,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #302 Sample #9 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1436,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #302 Sample #10 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1437,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #303 Sample #1 GPS:42.9357 -92.5764 Rep #3 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1438,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #303 Sample #2 GPS:42.9357 -92.5764 Rep #3 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1439,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #303 Sample #3 GPS:42.9357 -92.5764 Rep #3 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1440,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #303 Sample #4 GPS:42.9357 -92.5764 Rep #3 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1441,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #303 Sample #5 GPS:42.9357 -92.5764 Rep #3 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1442,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #303 Sample #6 GPS:42.9357 -92.5764 Rep #3 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1443,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #303 Sample #7 GPS:42.9357 -92.5764 Rep #3 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1444,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #303 Sample #8 GPS:42.9357 -92.5764 Rep #3 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1445,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #303 Sample #9 GPS:42.9357 -92.5764 Rep #3 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1446,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9357,92.5764,,,Plot #303 Sample #10 GPS:42.9357 -92.5764 Rep #3 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1447,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.936,92.5766,,,Plot #304 Sample #1 GPS:42.9360 -92.5766 Rep #3 Trt: Topsin,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1448,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5766,,,Plot #304 Sample #1 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1449,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5766,,,Plot #304 Sample #2 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1450,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5766,,,Plot #304 Sample #3 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1451,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5766,,,Plot #304 Sample #4 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1452,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5766,,,Plot #304 Sample #5 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1453,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5766,,,Plot #304 Sample #6 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1454,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5766,,,Plot #304 Sample #7 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1455,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5766,,,Plot #304 Sample #8 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1456,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5766,,,Plot #304 Sample #9 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1457,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5766,,,Plot #304 Sample #10 GPS:42.9358 -92.5766 Rep #3 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1458,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5769,,,Plot #404 Sample #1 GPS:42.9358 -92.5769 Rep #4 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1459,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5769,,,Plot #404 Sample #2 GPS:42.9358 -92.5769 Rep #4 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1460,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5769,,,Plot #404 Sample #3 GPS:42.9358 -92.5769 Rep #4 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1461,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #405 Sample #1 GPS:42.9878 -92.5577 Rep #4 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1462,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #405 Sample #2 GPS:42.9878 -92.5577 Rep #4 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1463,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #405 Sample #3 GPS:42.9878 -92.5577 Rep #4 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1464,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #405 Sample #4 GPS:42.9878 -92.5577 Rep #4 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1465,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #405 Sample #5 GPS:42.9878 -92.5577 Rep #4 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1466,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #405 Sample #6 GPS:42.9878 -92.5577 Rep #4 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1467,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #405 Sample #7 GPS:42.9878 -92.5577 Rep #4 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1468,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #405 Sample #8 GPS:42.9878 -92.5577 Rep #4 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1469,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #405 Sample #9 GPS:42.9878 -92.5577 Rep #4 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1470,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9878,92.5577,,,Plot #405 Sample #10 GPS:42.9878 -92.5577 Rep #4 Non-treated,,,,,control,control,,,0,0,,,,,,,,
1471,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5769,,,Plot #408 Sample #1 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1472,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5769,,,Plot #408 Sample #2 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1473,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5769,,,Plot #408 Sample #3 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1474,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5769,,,Plot #408 Sample #4 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1475,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5769,,,Plot #408 Sample #5 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1476,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5769,,,Plot #408 Sample #6 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1477,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5769,,,Plot #408 Sample #7 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1478,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5769,,,Plot #408 Sample #8 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1479,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5769,,,Plot #408 Sample #9 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1480,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5769,,,Plot #408 Sample #10 GPS:42.9358 -92.5769 Rep #4 Trt: Endura,,,,,Endura,boscalid,,,1,8,,,,,,,,
1481,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5768,,,Plot #411 Sample #1 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1482,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5768,,,Plot #411 Sample #2 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1483,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5768,,,Plot #411 Sample #3 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1484,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5768,,,Plot #411 Sample #4 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1485,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5768,,,Plot #411 Sample #5 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1486,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5768,,,Plot #411 Sample #6 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1487,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5768,,,Plot #411 Sample #7 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1488,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5768,,,Plot #411 Sample #8 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1489,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5768,,,Plot #411 Sample #9 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1490,2017,soybeans,IA,Nashua,USA,na,,No,trial,,,42.9358,92.5768,,,Plot #411 Sample #10 GPS:42.9358 -92.5768 Rep #4 Trt: Approach,,,,,Aproach,picoxystrobin,,,2,12,,,,,,,,
1491,2017,soybeans,WI,Sauk City,USA,sa,,No,Survey,,,43.222372,89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #1",,,,,,,,,,,,,,,,,,
1492,2017,soybeans,WI,Sauk City,USA,sa,,No,Survey,,,43.222372,89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #2",,,,,,,,,,,,,,,,,,
1493,2017,soybeans,WI,Sauk City,USA,sa,,No,Survey,,,43.222372,89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #3",,,,,,,,,,,,,,,,,,
1494,2017,soybeans,WI,Sauk City,USA,sa,,No,Survey,,,43.222372,89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #4",,,,,,,,,,,,,,,,,,
1495,2017,soybeans,WI,Sauk City,USA,sa,,No,Survey,,,43.222372,89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #5",,,,,,,,,,,,,,,,,,
1496,2017,soybeans,WI,Sauk City,USA,sa,,No,Survey,,,43.222372,89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #6",,,,,,,,,,,,,,,,,,
1497,2017,soybeans,WI,Sauk City,USA,sa,,No,Survey,,,43.222372,89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #7",,,,,,,,,,,,,,,,,,
1498,2017,soybeans,WI,Sauk City,USA,sa,,No,Survey,,,43.222372,89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #8",,,,,,,,,,,,,,,,,,
1499,2017,soybeans,WI,Sauk City,USA,sa,,No,Survey,,,43.222372,89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #9",,,,,,,,,,,,,,,,,,
1500,2017,soybeans,WI,Sauk City,USA,sa,,No,Survey,,,43.222372,89.638891,,,"Breunig Field 1 GPS: 43.222372, -89.638891 Sample #10",,,,,,,,,,,,,,,,,,
1501,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #1,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1502,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #2,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1503,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #3,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1504,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #4,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1505,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #5,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1506,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #6,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1507,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #7,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1508,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #8,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1509,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #9,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1510,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 104(4) Topsin 20 fl oz/ac @ R1 Sample #10,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1511,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #1,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1512,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #2,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1513,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #3,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1514,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #4,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1515,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #5,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1516,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #6,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1517,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #7,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1518,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #8,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1519,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #9,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1520,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 201(4) Topsin 20 fl oz/ac @ R1 Sample #10,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1521,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #1,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1522,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #2,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1523,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #3,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1524,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #4,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1525,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #5,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1526,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #6,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1527,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #7,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
1528,2017,soybeans,WI,Hancock,USA,han,,No,trial,,,44.113197,89.545851,,,Trial ID: 17248  Plot 307(4) Topsin 20 fl oz/ac @ R1 Sample #8,,,,,Topsin,thiophanate_methyl,,,1,20,,,,,,,,
